Category,Price,Rating,Stock,Discount,Net Price,SaleDate
Unknown,8910.0,4.21119272612254,Out of Stock,40.0,5346.0,2032-10-08
B,9164.0,4.525919840386209,In Stock,2.0,8980.72,2032-10-09
Unknown,2162.0,2.271020594484941,Unknown,38.0,1340.44,2032-10-10
B,2001.0,3.0985746187075898,Unknown,25.0,,2032-10-11
D,552.0,3.7036768239579296,Unknown,14.0,474.71999999999997,2032-10-12
C,2412.0,2.124738196450805,Out of Stock,0.0,2412.0,2032-10-13
Unknown,6894.0,3.647539497184745,Unknown,12.0,6066.72,2032-10-14
B,3408.0,3.0985746187075898,Out of Stock,34.0,,2032-10-15
Unknown,8331.0,1.369866623096581,In Stock,8.0,7664.52,2032-10-16
Unknown,5587.0,2.374129158154417,In Stock,7.0,5195.91,2032-10-17
A,5662.0,4.03760845878419,Out of Stock,0.0,5662.0,2032-10-18
Unknown,3851.0,2.35279738653579,Unknown,16.0,3234.8399999999997,2032-10-19
Unknown,7642.0,3.03583314788547,Unknown,0.0,,2032-10-20
D,4973.0,4.2901757733141785,In Stock,0.0,4973.0,2032-10-21
A,1285.0,3.318983323315053,In Stock,43.0,732.45,2032-10-22
Unknown,3829.0,3.03583314788547,Unknown,25.0,,2032-10-23
Unknown,3426.0,2.9278370338478363,Unknown,0.0,3426.0,2032-10-24
Unknown,3606.0,3.03583314788547,Out of Stock,0.0,,2032-10-25
Unknown,5359.0,4.364568268130034,In Stock,42.0,3108.2200000000003,2032-10-26
Unknown,2792.0,3.03583314788547,Out of Stock,13.0,,2032-10-27
C,7344.0,3.994355353170142,Unknown,39.0,4479.84,2032-10-28
C,3638.0,2.878007508713643,Unknown,0.0,,2032-10-29
D,1487.0,3.1168924314498474,In Stock,11.0,,2032-10-30
B,6581.0,3.0985746187075898,Unknown,11.0,,2032-10-31
Unknown,2516.0,3.03583314788547,In Stock,9.0,,2032-11-01
D,6665.0,3.1168924314498474,In Stock,24.0,,2032-11-02
C,9620.0,2.878007508713643,In Stock,2.0,,2032-11-03
Unknown,580.0,3.03583314788547,In Stock,38.0,,2032-11-04
Unknown,1838.0,3.2382792922433934,Out of Stock,48.0,955.76,2032-11-05
D,1062.0,3.1168924314498474,In Stock,40.0,,2032-11-06
Unknown,7524.0,3.03583314788547,Out of Stock,13.0,,2032-11-07
B,2743.0,3.0985746187075898,Out of Stock,6.0,,2032-11-08
Unknown,8570.0,1.9313467889698168,Unknown,33.0,5741.9,2032-11-09
Unknown,4883.0,3.03583314788547,Unknown,9.0,,2032-11-10
A,3539.0,3.089706066939416,Unknown,41.0,,2032-11-11
Unknown,1409.0,3.03583314788547,Unknown,13.0,,2032-11-12
Unknown,9160.0,1.5860427170772518,In Stock,32.0,6228.799999999999,2032-11-13
C,3238.0,2.878007508713643,Unknown,0.0,,2032-11-14
B,9041.0,4.718581080022467,Out of Stock,42.0,5243.780000000001,2032-11-15
Unknown,1315.0,2.186905605761271,Out of Stock,7.0,1222.9499999999998,2032-11-16
Unknown,4360.0,1.356742975750458,Out of Stock,28.0,3139.2,2032-11-17
Unknown,165.0,2.379961257531627,Out of Stock,0.0,165.0,2032-11-18
B,7475.0,1.3853874993597444,Out of Stock,44.0,4186.0,2032-11-19
Unknown,7392.0,2.595956086375237,In Stock,40.0,4435.2,2032-11-20
Unknown,4467.0,4.599117203517076,Unknown,48.0,2322.84,2032-11-21
Unknown,377.0,3.03583314788547,In Stock,27.0,,2032-11-22
B,2134.0,3.1163714465775616,Out of Stock,0.0,2134.0,2032-11-23
Unknown,6150.0,2.213504459361747,In Stock,3.0,5965.5,2032-11-24
Unknown,5380.0,1.430958395977147,Unknown,10.0,4842.0,2032-11-25
Unknown,5532.0,2.811304891818366,Unknown,33.0,3706.4399999999996,2032-11-26
C,7953.0,2.73007516391511,Out of Stock,49.0,4056.03,2032-11-27
Unknown,9044.0,3.03583314788547,In Stock,42.0,,2032-11-28
Unknown,455.0,3.796300757596207,Unknown,21.0,359.45,2032-11-29
A,6696.0,4.013771783804577,Unknown,5.0,6361.2,2032-11-30
Unknown,5120.0,3.6548585447294712,Unknown,5.0,4864.0,2032-12-01
Unknown,3587.0,4.536298375376155,Unknown,9.0,3264.17,2032-12-02
Unknown,7622.0,3.03583314788547,Unknown,45.0,,2032-12-03
Unknown,1044.0,3.03583314788547,Unknown,49.0,,2032-12-04
Unknown,7669.0,2.9599267600503087,Out of Stock,30.0,5368.299999999999,2032-12-05
A,4253.0,4.8041984441555705,Unknown,20.0,3402.4,2032-12-06
A,8208.0,2.0577631705395856,Out of Stock,0.0,8208.0,2032-12-07
D,2581.0,3.1168924314498474,In Stock,34.0,,2032-12-08
Unknown,5096.0,3.262752043673104,Out of Stock,36.0,3261.44,2032-12-09
Unknown,3339.0,4.368292820093259,Out of Stock,9.0,3038.4900000000002,2032-12-10
Unknown,2733.0,1.1926145746192298,Unknown,5.0,2596.35,2032-12-11
Unknown,6929.0,1.3573367367486568,Unknown,43.0,3949.5300000000007,2032-12-12
Unknown,2842.0,3.03583314788547,Out of Stock,44.0,,2032-12-13
Unknown,2672.0,2.4582264829774525,Out of Stock,43.0,1523.0400000000002,2032-12-14
C,8351.0,2.878007508713643,In Stock,23.0,,2032-12-15
Unknown,3539.0,4.752877452968955,Out of Stock,11.0,3149.71,2032-12-16
B,8442.0,3.0985746187075898,In Stock,1.0,,2032-12-17
Unknown,7097.0,2.776603234821165,Out of Stock,49.0,3619.4700000000003,2032-12-18
Unknown,2954.0,3.03583314788547,Unknown,1.0,,2032-12-19
Unknown,582.0,4.429273939654675,Out of Stock,34.0,384.11999999999995,2032-12-20
Unknown,6985.0,2.3702037762405888,Out of Stock,5.0,6635.75,2032-12-21
D,3496.0,3.372831657780841,In Stock,23.0,2691.92,2032-12-22
C,9728.0,2.878007508713643,Out of Stock,40.0,,2032-12-23
Unknown,9636.0,3.03583314788547,In Stock,30.0,,2032-12-24
Unknown,2025.0,1.6867490805377834,In Stock,1.0,2004.75,2032-12-25
C,6339.0,4.250495609070635,Out of Stock,19.0,5134.59,2032-12-26
Unknown,8158.0,1.6709634885488742,In Stock,9.0,7423.780000000001,2032-12-27
Unknown,7734.0,4.62782298602238,Out of Stock,23.0,5955.18,2032-12-28
Unknown,6791.0,1.9216987040081328,Unknown,46.0,3667.1400000000003,2032-12-29
Unknown,5205.0,3.03583314788547,In Stock,37.0,,2032-12-30
C,6045.0,2.878007508713643,In Stock,42.0,,2032-12-31
A,2156.0,3.089706066939416,Out of Stock,36.0,,2033-01-01
Unknown,4052.0,3.03583314788547,Out of Stock,0.0,,2033-01-02
Unknown,472.0,2.4540425110069464,Out of Stock,0.0,472.0,2033-01-03
Unknown,1297.0,3.03583314788547,In Stock,8.0,,2033-01-04
Unknown,9669.0,4.278285408896539,In Stock,8.0,8895.48,2033-01-05
C,4205.0,2.878007508713643,Out of Stock,24.0,,2033-01-06
C,1611.0,2.878007508713643,Unknown,9.0,,2033-01-07
Unknown,3580.0,3.581796966998972,In Stock,45.0,1969.0000000000002,2033-01-08
Unknown,8582.0,2.897529265921202,Out of Stock,19.0,6951.42,2033-01-09
Unknown,8226.0,3.03583314788547,In Stock,31.0,,2033-01-10
Unknown,6212.0,1.8888780055625485,In Stock,20.0,4969.6,2033-01-11
Unknown,5198.0,2.196846364697441,In Stock,25.0,3898.5,2033-01-12
Unknown,370.0,3.6523150484339615,In Stock,19.0,299.70000000000005,2033-01-13
A,3710.0,3.089706066939416,Unknown,16.0,,2033-01-14
D,5389.0,3.1168924314498474,In Stock,0.0,,2033-01-15
D,6016.0,4.534167322861909,Unknown,46.0,3248.6400000000003,2033-01-16
Unknown,4790.0,3.03583314788547,Unknown,37.0,,2033-01-17
Unknown,3340.0,3.03583314788547,In Stock,21.0,,2033-01-18
D,1963.0,1.0123800340290183,Unknown,8.0,1805.96,2033-01-19
Unknown,2028.0,3.03583314788547,Out of Stock,38.0,,2033-01-20
D,9613.0,3.1168924314498474,In Stock,33.0,,2033-01-21
Unknown,5756.0,2.133831431375239,In Stock,35.0,3741.4,2033-01-22
Unknown,4456.0,1.34325087583419,Out of Stock,31.0,3074.64,2033-01-23
Unknown,3194.0,1.6957147208978172,Out of Stock,45.0,1756.7,2033-01-24
D,4558.0,3.1168924314498474,Out of Stock,41.0,,2033-01-25
Unknown,8507.0,2.2008055578340384,In Stock,28.0,6125.04,2033-01-26
Unknown,5641.0,3.03583314788547,Out of Stock,47.0,,2033-01-27
Unknown,7273.0,3.03583314788547,In Stock,0.0,,2033-01-28
B,9134.0,3.0985746187075898,Out of Stock,23.0,,2033-01-29
Unknown,4183.0,3.8197180127358368,In Stock,40.0,2509.7999999999997,2033-01-30
D,3285.0,3.5722892248203166,Unknown,15.0,2792.25,2033-01-31
Unknown,1619.0,2.800301293712745,Out of Stock,33.0,1084.7299999999998,2033-02-01
Unknown,7423.0,3.855835222589456,Out of Stock,28.0,5344.5599999999995,2033-02-02
D,7368.0,3.1168924314498474,In Stock,0.0,,2033-02-03
Unknown,8173.0,3.03583314788547,Unknown,0.0,,2033-02-04
Unknown,2646.0,3.03583314788547,In Stock,15.0,,2033-02-05
D,761.0,3.4385555674438284,Unknown,40.0,456.59999999999997,2033-02-06
A,177.0,3.089706066939416,Unknown,0.0,,2033-02-07
Unknown,7136.0,3.03583314788547,Out of Stock,12.0,,2033-02-08
C,5608.0,1.5638913872965214,Out of Stock,0.0,5608.0,2033-02-09
C,4045.0,2.8659416778237192,In Stock,20.0,3236.0,2033-02-10
Unknown,9027.0,3.03583314788547,Out of Stock,28.0,,2033-02-11
Unknown,6895.0,3.7411615268055143,Out of Stock,7.0,6412.349999999999,2033-02-12
Unknown,6713.0,4.734437404290894,In Stock,13.0,5840.31,2033-02-13
Unknown,7194.0,1.999676653295138,Out of Stock,20.0,5755.200000000001,2033-02-14
A,2204.0,3.089706066939416,Unknown,18.0,,2033-02-15
D,2159.0,3.8081328537915393,Out of Stock,17.0,1791.97,2033-02-16
A,3594.0,4.2226453594308175,In Stock,3.0,3486.18,2033-02-17
A,1601.0,3.089706066939416,Out of Stock,13.0,,2033-02-18
Unknown,9907.0,3.03583314788547,Out of Stock,0.0,,2033-02-19
Unknown,628.0,4.216726918340841,Out of Stock,36.0,401.92,2033-02-20
D,3259.0,2.392976277379492,Out of Stock,32.0,2216.12,2033-02-21
Unknown,2013.0,3.03583314788547,In Stock,37.0,,2033-02-22
Unknown,6899.0,2.342076796516942,Unknown,10.0,6209.1,2033-02-23
A,7037.0,3.089706066939416,In Stock,45.0,,2033-02-24
Unknown,3990.0,1.9471308442819604,Out of Stock,23.0,3072.3,2033-02-25
Unknown,5993.0,1.4513107063200894,In Stock,11.0,5333.77,2033-02-26
Unknown,3202.0,3.03583314788547,In Stock,30.0,,2033-02-27
Unknown,2471.0,3.03583314788547,Out of Stock,41.0,,2033-02-28
Unknown,6662.0,2.1818528727892663,Unknown,33.0,4463.54,2033-03-01
A,3057.0,4.076127733272097,In Stock,12.0,2690.16,2033-03-02
C,9524.0,4.145427581692623,Out of Stock,9.0,8666.84,2033-03-03
Unknown,7061.0,1.8392353182854368,In Stock,18.0,5790.02,2033-03-04
Unknown,9721.0,3.835131887659991,In Stock,45.0,5346.55,2033-03-05
B,7472.0,3.5780314983987744,In Stock,42.0,4333.76,2033-03-06
Unknown,1104.0,4.785500296239346,Unknown,6.0,1037.76,2033-03-07
Unknown,9694.0,3.03583314788547,In Stock,7.0,,2033-03-08
Unknown,4059.0,3.03583314788547,Out of Stock,14.0,,2033-03-09
D,2158.0,3.1168924314498474,In Stock,44.0,,2033-03-10
Unknown,9575.0,4.054977457883672,In Stock,40.0,5745.0,2033-03-11
Unknown,1882.0,1.2836909298692103,Out of Stock,47.0,997.46,2033-03-12
A,782.0,1.021706192567787,In Stock,0.0,782.0,2033-03-13
Unknown,6142.0,2.845211177284195,In Stock,10.0,5527.8,2033-03-14
Unknown,3283.0,3.3276488524552934,In Stock,18.0,2692.0600000000004,2033-03-15
Unknown,4299.0,3.03583314788547,Unknown,7.0,,2033-03-16
A,3134.0,3.089706066939416,Out of Stock,23.0,,2033-03-17
A,8204.0,3.089706066939416,Unknown,6.0,,2033-03-18
D,3612.0,3.805960020935111,Unknown,0.0,3612.0,2033-03-19
Unknown,716.0,3.03583314788547,Unknown,27.0,,2033-03-20
D,7059.0,4.651043024048134,Out of Stock,49.0,3600.09,2033-03-21
B,2720.0,3.0985746187075898,In Stock,22.0,,2033-03-22
A,6758.0,3.089706066939416,Out of Stock,13.0,,2033-03-23
Unknown,1574.0,3.03583314788547,In Stock,22.0,,2033-03-24
A,9709.0,4.773004112072385,In Stock,26.0,7184.66,2033-03-25
Unknown,1248.0,2.508494358164392,Out of Stock,0.0,1248.0,2033-03-26
D,5008.0,2.041752598572117,Out of Stock,17.0,4156.639999999999,2033-03-27
Unknown,8252.0,1.6188939642669138,Unknown,45.0,4538.6,2033-03-28
Unknown,7164.0,4.279476244738271,Unknown,20.0,5731.200000000001,2033-03-29
Unknown,3272.0,3.4140029608940026,Unknown,21.0,2584.88,2033-03-30
Unknown,7083.0,3.5301934454473707,Unknown,33.0,4745.61,2033-03-31
Unknown,6897.0,1.574059160494076,Unknown,6.0,6483.179999999999,2033-04-01
Unknown,9486.0,2.0281751521361304,Unknown,16.0,7968.24,2033-04-02
Unknown,7198.0,3.03583314788547,In Stock,39.0,,2033-04-03
Unknown,4676.0,3.7845565005084136,In Stock,39.0,2852.36,2033-04-04
D,4860.0,2.033357834394532,Unknown,17.0,4033.7999999999997,2033-04-05
Unknown,7058.0,3.03583314788547,In Stock,0.0,,2033-04-06
A,1612.0,2.490271482605948,Unknown,3.0,1563.6399999999999,2033-04-07
Unknown,1032.0,3.03583314788547,Unknown,7.0,,2033-04-08
B,4618.0,2.009455209138025,Out of Stock,12.0,4063.84,2033-04-09
Unknown,3645.0,3.03583314788547,Unknown,40.0,,2033-04-10
Unknown,2232.0,2.611998098814573,Out of Stock,0.0,2232.0,2033-04-11
A,9891.0,1.990890376733064,In Stock,19.0,8011.710000000001,2033-04-12
Unknown,4056.0,3.2831517866747566,Out of Stock,19.0,3285.36,2033-04-13
A,2157.0,3.089706066939416,Unknown,40.0,,2033-04-14
Unknown,2233.0,2.8879484602004277,Unknown,39.0,1362.1299999999999,2033-04-15
Unknown,6697.0,3.03583314788547,In Stock,5.0,,2033-04-16
B,3509.0,3.758170723112773,In Stock,33.0,2351.0299999999997,2033-04-17
Unknown,5432.0,3.658406404196782,Unknown,13.0,4725.84,2033-04-18
B,6999.0,3.0985746187075898,Out of Stock,33.0,,2033-04-19
Unknown,623.0,1.8897371956590168,Out of Stock,12.0,548.24,2033-04-20
C,2900.0,2.878007508713643,Unknown,19.0,,2033-04-21
Unknown,5114.0,3.1160374117652623,Out of Stock,20.0,4091.2000000000003,2033-04-22
Unknown,3629.0,2.9488264288766954,Out of Stock,47.0,1923.3700000000001,2033-04-23
Unknown,8787.0,1.5000336709024769,Out of Stock,49.0,4481.37,2033-04-24
Unknown,7801.0,2.4446553570294407,Out of Stock,21.0,6162.79,2033-04-25
Unknown,5905.0,3.03583314788547,Out of Stock,31.0,,2033-04-26
C,6634.0,2.878007508713643,Out of Stock,15.0,,2033-04-27
D,629.0,3.1168924314498474,Unknown,2.0,,2033-04-28
Unknown,1861.0,3.03583314788547,Unknown,44.0,,2033-04-29
A,4938.0,2.9784835970165453,Unknown,0.0,4938.0,2033-04-30
Unknown,9223.0,3.03583314788547,In Stock,18.0,,2033-05-01
Unknown,1561.0,3.2004391967919705,Out of Stock,0.0,1561.0,2033-05-02
Unknown,1303.0,3.03583314788547,In Stock,4.0,,2033-05-03
Unknown,2376.0,3.03583314788547,Out of Stock,0.0,,2033-05-04
Unknown,2974.0,4.709057942888359,Unknown,37.0,1873.6200000000001,2033-05-05
Unknown,5019.0,3.03583314788547,In Stock,46.0,,2033-05-06
Unknown,4841.0,2.806047931616952,In Stock,33.0,3243.47,2033-05-07
C,6973.0,3.16106293507514,Out of Stock,39.0,4253.53,2033-05-08
C,7441.0,2.878007508713643,In Stock,19.0,,2033-05-09
Unknown,7471.0,3.03583314788547,Out of Stock,0.0,,2033-05-10
Unknown,8608.0,4.235841574425772,Unknown,35.0,5595.2,2033-05-11
Unknown,5616.0,4.0192936439059,In Stock,5.0,5335.2,2033-05-12
Unknown,7581.0,1.385883433990018,Unknown,36.0,4851.84,2033-05-13
Unknown,5061.0,3.03583314788547,Unknown,42.0,,2033-05-14
Unknown,5829.0,4.027200719389725,Out of Stock,0.0,5829.0,2033-05-15
A,9813.0,3.089706066939416,In Stock,25.0,,2033-05-16
Unknown,9620.0,3.628425790335007,Out of Stock,3.0,9331.4,2033-05-17
Unknown,825.0,3.03583314788547,In Stock,14.0,,2033-05-18
C,4222.0,4.714844379100077,Unknown,2.0,4137.5599999999995,2033-05-19
Unknown,5474.0,3.03583314788547,Out of Stock,44.0,,2033-05-20
Unknown,6980.0,3.03583314788547,Out of Stock,20.0,,2033-05-21
C,8653.0,2.878007508713643,In Stock,27.0,,2033-05-22
A,7138.0,4.222495917261503,Out of Stock,25.0,5353.5,2033-05-23
Unknown,9022.0,3.03583314788547,Out of Stock,33.0,,2033-05-24
B,4132.0,3.0985746187075898,Unknown,39.0,,2033-05-25
D,454.0,2.6905264080381817,Out of Stock,32.0,308.71999999999997,2033-05-26
Unknown,8301.0,3.03583314788547,Unknown,15.0,,2033-05-27
Unknown,2101.0,3.03583314788547,Unknown,35.0,,2033-05-28
Unknown,8317.0,3.03583314788547,Out of Stock,41.0,,2033-05-29
C,907.0,2.878007508713643,Out of Stock,0.0,,2033-05-30
Unknown,5703.0,3.772279553557787,Unknown,9.0,5189.7300000000005,2033-05-31
Unknown,2852.0,1.834775996293498,Unknown,3.0,2766.44,2033-06-01
Unknown,8069.0,3.03583314788547,Unknown,0.0,,2033-06-02
Unknown,911.0,2.488421942584248,In Stock,39.0,555.71,2033-06-03
Unknown,307.0,3.03583314788547,Unknown,46.0,,2033-06-04
A,844.0,4.86253978510935,In Stock,39.0,514.84,2033-06-05
B,5220.0,3.0985746187075898,Unknown,20.0,,2033-06-06
C,2674.0,4.741865982120922,In Stock,0.0,2674.0,2033-06-07
Unknown,3227.0,3.03583314788547,In Stock,3.0,,2033-06-08
D,4594.0,3.5387184683993897,Unknown,31.0,3169.8599999999997,2033-06-09
Unknown,4683.0,3.03583314788547,Unknown,40.0,,2033-06-10
D,1365.0,3.1168924314498474,In Stock,29.0,,2033-06-11
Unknown,9674.0,3.03583314788547,Out of Stock,42.0,,2033-06-12
B,3187.0,3.0985746187075898,Unknown,33.0,,2033-06-13
Unknown,7954.0,4.511167527398367,In Stock,2.0,7794.92,2033-06-14
C,5294.0,3.168258002074569,Out of Stock,38.0,3282.28,2033-06-15
Unknown,719.0,3.03583314788547,Out of Stock,24.0,,2033-06-16
Unknown,8483.0,1.7372270971918562,Unknown,0.0,8483.0,2033-06-17
B,138.0,3.0985746187075898,Unknown,21.0,,2033-06-18
Unknown,1286.0,3.953724457170619,Out of Stock,15.0,1093.1,2033-06-19
Unknown,6687.0,1.12888038470513,Unknown,9.0,6085.17,2033-06-20
D,7190.0,3.857658990233968,Out of Stock,21.0,5680.1,2033-06-21
D,3427.0,3.1168924314498474,Out of Stock,0.0,,2033-06-22
B,4711.0,3.829284295339148,In Stock,33.0,3156.37,2033-06-23
Unknown,5018.0,2.427764182561684,Unknown,1.0,4967.82,2033-06-24
Unknown,7060.0,3.864908911738951,Unknown,1.0,6989.4,2033-06-25
D,6011.0,3.1168924314498474,Unknown,0.0,,2033-06-26
Unknown,4890.0,3.03583314788547,Out of Stock,19.0,,2033-06-27
Unknown,4460.0,3.03583314788547,In Stock,9.0,,2033-06-28
Unknown,2310.0,3.03583314788547,Unknown,35.0,,2033-06-29
D,5762.0,4.687800452003589,In Stock,48.0,2996.2400000000002,2033-06-30
Unknown,6368.0,3.03583314788547,Out of Stock,2.0,,2033-07-01
Unknown,9811.0,3.03583314788547,Unknown,27.0,,2033-07-02
Unknown,539.0,3.03583314788547,Out of Stock,16.0,,2033-07-03
B,3870.0,4.292567764648681,Out of Stock,21.0,3057.3,2033-07-04
Unknown,9029.0,3.03583314788547,Unknown,31.0,,2033-07-05
Unknown,1432.0,4.47862706878674,Unknown,32.0,973.7599999999999,2033-07-06
D,6136.0,1.4261184220219767,In Stock,0.0,6136.0,2033-07-07
Unknown,6780.0,2.904438245398937,In Stock,9.0,6169.8,2033-07-08
Unknown,7002.0,3.03583314788547,Out of Stock,19.0,,2033-07-09
Unknown,6806.0,3.03583314788547,Unknown,32.0,,2033-07-10
Unknown,8433.0,3.03583314788547,Out of Stock,40.0,,2033-07-11
Unknown,6674.0,2.003900119144203,In Stock,46.0,3603.96,2033-07-12
A,8284.0,1.3160250648733314,In Stock,34.0,5467.44,2033-07-13
Unknown,627.0,1.794255370739834,Out of Stock,36.0,401.28000000000003,2033-07-14
Unknown,1476.0,3.03583314788547,Unknown,1.0,,2033-07-15
B,5639.0,3.882058260924057,Out of Stock,14.0,4849.54,2033-07-16
B,7555.0,3.0985746187075898,In Stock,43.0,,2033-07-17
C,7720.0,1.0160041094225316,In Stock,43.0,4400.400000000001,2033-07-18
C,1857.0,2.8763061330729176,In Stock,14.0,1597.02,2033-07-19
Unknown,2694.0,3.03583314788547,Unknown,27.0,,2033-07-20
A,597.0,3.089706066939416,In Stock,37.0,,2033-07-21
Unknown,4994.0,4.712620772500198,In Stock,13.0,4344.78,2033-07-22
Unknown,4663.0,3.03583314788547,Unknown,32.0,,2033-07-23
Unknown,9916.0,4.661140347102414,Unknown,48.0,5156.320000000001,2033-07-24
Unknown,8260.0,1.819081861402128,Unknown,40.0,4956.0,2033-07-25
Unknown,3757.0,3.80679029501891,Out of Stock,48.0,1953.64,2033-07-26
Unknown,2300.0,3.03583314788547,Unknown,0.0,,2033-07-27
D,5602.0,4.58778375225685,In Stock,36.0,3585.28,2033-07-28
Unknown,8641.0,3.03583314788547,Out of Stock,11.0,,2033-07-29
Unknown,5650.0,2.003756662264793,In Stock,17.0,4689.5,2033-07-30
Unknown,4392.0,3.03583314788547,Out of Stock,33.0,,2033-07-31
Unknown,2079.0,1.503862719200471,Out of Stock,49.0,1060.29,2033-08-01
B,8740.0,1.7579877406222764,Out of Stock,37.0,5506.2,2033-08-02
D,4961.0,3.1168924314498474,Unknown,44.0,,2033-08-03
Unknown,9731.0,1.448890741467677,Unknown,46.0,5254.740000000001,2033-08-04
Unknown,8185.0,2.5723488428103187,In Stock,41.0,4829.150000000001,2033-08-05
Unknown,4167.0,3.03583314788547,Out of Stock,0.0,,2033-08-06
Unknown,483.0,3.03583314788547,Out of Stock,12.0,,2033-08-07
A,688.0,3.089706066939416,In Stock,3.0,,2033-08-08
D,220.0,3.1168924314498474,Unknown,33.0,,2033-08-09
Unknown,7578.0,3.03583314788547,Out of Stock,15.0,,2033-08-10
Unknown,4155.0,3.03583314788547,Unknown,28.0,,2033-08-11
A,4431.0,3.089706066939416,Out of Stock,23.0,,2033-08-12
Unknown,7386.0,4.240952422999148,Out of Stock,38.0,4579.32,2033-08-13
Unknown,8911.0,3.03583314788547,Out of Stock,0.0,,2033-08-14
Unknown,2287.0,3.138240023441268,In Stock,7.0,2126.91,2033-08-15
D,8128.0,2.071935100772471,In Stock,24.0,6177.28,2033-08-16
Unknown,9889.0,1.6109558213582051,In Stock,49.0,5043.39,2033-08-17
Unknown,430.0,1.9351377314426248,In Stock,0.0,430.0,2033-08-18
A,866.0,3.1798056248119595,Unknown,37.0,545.58,2033-08-19
Unknown,6445.0,3.03583314788547,In Stock,17.0,,2033-08-20
Unknown,7879.0,3.219373583548148,Unknown,26.0,5830.46,2033-08-21
Unknown,4269.0,2.736506752748401,In Stock,36.0,2732.16,2033-08-22
B,5140.0,2.447585241902818,Out of Stock,17.0,4266.2,2033-08-23
D,2792.0,3.5949488586972147,In Stock,24.0,2121.92,2033-08-24
Unknown,4116.0,3.03583314788547,Out of Stock,40.0,,2033-08-25
Unknown,7039.0,3.03583314788547,Out of Stock,21.0,,2033-08-26
Unknown,660.0,3.734228283483047,Unknown,0.0,660.0,2033-08-27
Unknown,9574.0,3.03583314788547,Unknown,35.0,,2033-08-28
Unknown,8136.0,2.0856969256601983,Unknown,0.0,8136.0,2033-08-29
D,9895.0,1.941967631141332,In Stock,0.0,9895.0,2033-08-30
Unknown,147.0,3.3370857650904133,Out of Stock,0.0,147.0,2033-08-31
A,3693.0,3.089706066939416,In Stock,5.0,,2033-09-01
Unknown,1193.0,3.03583314788547,Unknown,49.0,,2033-09-02
B,107.0,2.374994990160254,In Stock,0.0,107.0,2033-09-03
A,1151.0,4.488094881666713,In Stock,20.0,920.8000000000001,2033-09-04
D,7682.0,1.9773698968656783,In Stock,23.0,5915.14,2033-09-05
Unknown,5337.0,1.6873672008186933,Unknown,4.0,5123.5199999999995,2033-09-06
Unknown,6710.0,3.03583314788547,Unknown,33.0,,2033-09-07
Unknown,3318.0,3.03583314788547,Out of Stock,38.0,,2033-09-08
Unknown,993.0,3.03583314788547,Out of Stock,34.0,,2033-09-09
Unknown,2756.0,3.03583314788547,In Stock,0.0,,2033-09-10
Unknown,9565.0,1.5649651747793607,In Stock,11.0,8512.85,2033-09-11
Unknown,6186.0,3.03583314788547,Unknown,0.0,,2033-09-12
D,6702.0,3.1168924314498474,In Stock,0.0,,2033-09-13
A,6258.0,3.089706066939416,Out of Stock,8.0,,2033-09-14
Unknown,7678.0,4.201776541230988,Out of Stock,49.0,3915.78,2033-09-15
A,6001.0,3.089706066939416,In Stock,47.0,,2033-09-16
D,5229.0,3.1168924314498474,Out of Stock,37.0,,2033-09-17
Unknown,533.0,3.03583314788547,Unknown,0.0,,2033-09-18
D,266.0,3.1168924314498474,In Stock,30.0,,2033-09-19
Unknown,5768.0,3.03583314788547,Out of Stock,17.0,,2033-09-20
Unknown,6998.0,3.03583314788547,In Stock,47.0,,2033-09-21
Unknown,9359.0,3.03583314788547,In Stock,16.0,,2033-09-22
C,5375.0,2.392243710003453,Out of Stock,47.0,2848.75,2033-09-23
Unknown,6759.0,3.03583314788547,Out of Stock,14.0,,2033-09-24
Unknown,3274.0,3.03583314788547,Out of Stock,20.0,,2033-09-25
Unknown,6645.0,4.088651240797875,Unknown,0.0,6645.0,2033-09-26
A,8139.0,3.089706066939416,Unknown,33.0,,2033-09-27
Unknown,632.0,3.03583314788547,Unknown,20.0,,2033-09-28
Unknown,1739.0,1.966780450120796,In Stock,5.0,1652.05,2033-09-29
A,7484.0,3.3452162889901467,In Stock,40.0,4490.4,2033-09-30
Unknown,4104.0,4.009173790950409,Unknown,6.0,3857.7599999999998,2033-10-01
Unknown,246.0,1.3615630900811433,Out of Stock,45.0,135.3,2033-10-02
Unknown,7176.0,3.402119150266997,Unknown,17.0,5956.08,2033-10-03
Unknown,8562.0,3.03583314788547,Unknown,0.0,,2033-10-04
Unknown,6673.0,4.260866353759928,In Stock,32.0,4537.639999999999,2033-10-05
Unknown,1755.0,4.550257773004424,In Stock,47.0,930.1500000000001,2033-10-06
Unknown,6363.0,3.03583314788547,Out of Stock,13.0,,2033-10-07
B,3370.0,3.0985746187075898,Unknown,48.0,,2033-10-08
A,4865.0,3.089706066939416,Unknown,41.0,,2033-10-09
Unknown,6655.0,3.03583314788547,In Stock,43.0,,2033-10-10
C,3584.0,1.667649336773783,Unknown,26.0,2652.16,2033-10-11
Unknown,7983.0,3.3766454980299714,Out of Stock,24.0,6067.08,2033-10-12
A,3592.0,3.7969776703120193,Out of Stock,35.0,2334.8,2033-10-13
A,887.0,3.998443339610503,Out of Stock,0.0,887.0,2033-10-14
D,6341.0,3.562411989592447,Out of Stock,12.0,5580.08,2033-10-15
